deja vu,Olivia Rodrigo,"245 ContributorsTranslationsTürkçeSvenskaEspañolPortuguêsPortuguêsNorsk (bokmål / riksmål)ItalianoDeutschFrançais日本語Danskالعربية​deja vu Lyrics[Verse 1]
Car rides to Malibu
Strawberry ice cream, one spoon for two
And tradin' jackets
Laughin’ 'bout how small it looks on you
(Ha-ha-ha-ha, ha-ha-ha-ha-ha, ha-ha-ha-ha)
Watching reruns of Glee
Bein' annoying, singin’ in harmony
I bet she's braggin' to all her friends, sayin' you're so unique, hmm

[Chorus]
So when you gonna tell her that we did that, too?
She thinks it's special, but it's all reused
That was our place, I found it first
I made the jokes you tell to her when she's with you
Do you get déjà vu when she’s with you?
Do you get déjà vu? (Ah) Hmm
Do you get déjà vu, huh?

[Verse 2]
Do you call her, almost say my name?
’Cause let's be honest, we kinda do sound the same
Another actress
I hate to think that I was just your type
And I bet that she knows Billy Joel
’Cause you played her ""Uptown Girl""
You're singin' it together
Now I bet you even tell her how you love her
In between the chorus and the verse (Ooh; I love you)
See Olivia Rodrigo LiveGet tickets as low as $123You might also like[Chorus]
So when you gonna tell her that we did that, too?
She thinks it's special, but it’s all reused
That was the show we talked about
Played you the songs she's singing now when she's with you
Do you get déjà vu when she's with you?
Do you get déjà vu? (Oh-oh)
Do you get déjà vu?
[Bridge]
Strawberry ice cream in Malibu
Don't act like we didn't do that shit, too
You're tradin' jackets like we used to do
(Yeah, everything is all reused)
Play her piano, but she doesn't know (Oh, oh)
That I was the one who taught you Billy Joel (Oh)
A different girl now, but there's nothing new
[Outro]
I know you get déjà vu
I know you get déjà vu
I know you get déjà vu191Embed"
Ghost,Justin Bieber,"115 ContributorsTranslationsDeutschTürkçeEspañolPortuguêsGhost Lyrics[Verse 1]
Youngblood thinks there's always tomorrow
I miss your touch some nights when I'm hollow
I know you crossed a bridge that I can't follow
Since the love that you left is all that I get, I want you to know

[Chorus]
That if I can't be close to you
I'll settle for the ghost of you
I miss you more than life (More than life)
And if you can't be next to me
Your memory is ecstasy
I miss you more than life
I miss you more than life

[Verse 2]
Youngblood thinks there's always tomorrow
I need more time, but time can't be borrowed
I'd leave it all behind if I could follow
Since the love that you left is all that I get, I want you to know

[Chorus]
That if I can't be close to you
I'll settle for the ghost of you
I miss you more than life (Yeah)
And if you can't be next to me
Your memory is ecstasy (Oh)
I miss you more than life
I miss you more than life
You might also like[Bridge]
Woah
Na-na-na
More than life (Oh)

[Chorus]
So if I can't get close to you
I'll settle for the ghost of you
I miss you more than life
And if you can't be next to me
Your memory is ecstasy
I miss you more than life
I miss you more than life19Embed"
Peaches,Justin Bieber,"173 ContributorsTranslationsTürkçeEspañolPortuguês日本語ItalianoDeutschFrançaisPeaches Lyrics[Chorus: Justin Bieber]
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that’s it)

[Verse 1: Justin Bieber]
And I say, oh (Oh)
The way I breathe you in (In)
It's the texture of your skin
I wanna wrap my arms around you, baby
Never let you go, oh
And I say, oh
There's nothing like your touch
It’s the way you lift me up, yeah
And I'll be right here with you 'til the end of time

[Chorus: Justin Bieber]
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)

[Verse 2: Daniel Caesar]
You ain't sure yet
But I'm for ya
All I can want, all I can wish for
Nights alone that we miss more
And days we save as souvenirs
There's no time, I wanna make more time
And give you my whole life
I left my girl, I’m in Mallorca
Hate to leave her, call it torture
Remember when I couldn’t hold her
Left her baggage for Rimowa
You might also like[Chorus: Justin Bieber]
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that’s it)

[Verse 3: GIVĒON]
I get the feeling, so I'm sure (Sure)
Hand in my hand because I'm yours, I can't
I can’t pretend, I can't ignore, you're right for me
Don't think you wanna know just where I've been, oh
Done bein' distracted
The one I need is right in my arms (Oh)
Your kisses taste the sweetest with mine
And I'll be right here with you 'til the end of time

[Chorus: Justin Bieber]
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
(I get my light right from the source, yeah, yeah, that's it)
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)60Embed"
traitor,Olivia Rodrigo,"175 ContributorsTranslationsTürkçeEspañolPortuguêsDeutschFrançaisMagyarItalianoDanskChinese TraditionalPortuguêsРусскийالعربية​traitor Lyrics[Intro]
Ooh-ooh-ooh
Ah-ah-ah-ah-ah

[Verse 1]
Brown guilty eyes and little white lies, yeah
I played dumb, but I always knew
That you talked to her, maybe did even worse
I kept quiet so I could keep you

[Pre-Chorus]
And ain't it funny how you ran to her
The second that we called it quits?
And ain't it funny how you said you were friends?
Now it sure as hell don't look like it

[Chorus]
You betrayed me
And I know that you'll never feel sorry
For the way I hurt, yeah
You talked to her when we were together
Loved you at your worst, but that didn't matter
It took you two weeks to go off and date her
Guess you didn't cheat, but you're still a traitor

[Verse 2]
Now you bring her around just to shut me down
Show her off like she's a new trophy
And I know if you were true, there's no damn way that you
Could fall in love with somebody that quickly
See Olivia Rodrigo LiveGet tickets as low as $123You might also like[Pre-Chorus]
And ain't it funny? All the twisted games
All the questions you used to avoid
Ain't it funny? Remember I brought her up
And you told me I was paranoid?

[Chorus]
You betrayed me
And I know that you'll never feel sorry
For the way I hurt, yeah
You talked to her when we were together
Loved you at your worst, but that didn't matter
It took you two weeks to go off and date her
Guess you didn't cheat, but you're still a traitor

[Bridge]
(Ah-ah-ah)
God, I wish that you had thought this through
Before I went and fell in love with you
(Ah-ah-ah)
When she's sleepin' in the bed we made
Don't you dare forget about the way

[Chorus]
You betrayed me
'Cause I know that you'll never feel sorry
For the way I hurt, yeah
You talked to her when we were together
You gave me your word, but that didn't matter
It took you two weeks to go off and date her
Guess you didn't cheat, but you're still, you're still a traitor
(Ah-ah-ah)
Yeah, you're still a traitor
[Outro]
Ooh-ooh-ooh
God, I wish that you had thought this through
Before I went and fell in love with you130Embed"
Shivers,Ed Sheeran,"84 ContributorsTranslationsEspañolPortuguêsDeutschفارسیதமிழ்日本語ItalianoRomânăSlovenčinaShivers Lyrics[Verse 1]
I took an arrow to the heart
I never kissed a mouth that tastes like yours
Strawberries and then somethin' more
Ooh, yeah, I want it all
Lipstick on my guitar
Fill up the engine, we can drive real far
Go dancin' underneath the stars
Ooh, yeah, I want it all
Mmm, you got me feelin' like

[Pre-Chorus]
I wanna be that guy, I wanna kiss your eyes
I wanna drink that smile, I wanna feel like I'm
Like my soul's on fire, I wanna stay up all day and all night
Yeah, you got me singin' like

[Chorus]
Ooh, I love it when you do it like that
And when you're close up, give mе the shivers
Oh, baby, you wanna dance 'til thе sunlight cracks
And when they say the party's over, then we'll bring it right back
And we'll say, ""Ooh, I love it when you do it like that""
And when you're close up, give me the shivers
Oh, baby, you wanna dance 'til the sunlight cracks
And when they say the party's over, then we'll bring it right back
See Ed Sheeran LiveGet tickets as low as $45You might also like[Verse 2]
Into the car
On the backseat in the moonlit dark
Wrap me up between your legs and arms
Ooh, I can't get enough
You know you could tear me apart
Put me back together and take my heart
I never thought that I could love this hard
Ooh, I can't get enough
Mmm, you got me feelin' like

[Pre-Chorus]
I wanna be that guy, I wanna kiss your eyes
I wanna drink that smile, I wanna feel like I'm
Like my soul's on fire, I wanna stay up all day and all night
Yeah, you got me singin' like

[Chorus]
Ooh, I love it when you do it like that
And when you're close up, give me the shivers
Oh, baby, you wanna dance 'til the sunlight cracks
And when they say the party's over, then we'll bring it right back
And we'll say, ""Ooh, I love it when you do it like that""
And when you're close up, give me the shivers
Oh, baby, you wanna dance 'til the sunlight cracks
And when they say the party's over, then we'll bring it right back
[Bridge]
Baby, you burn so hot, you make me shiver
With the fire you got, this thing we started
I don't want it to stop
You know you make me shiver-er-er
Baby, you burn so hot, you make me shiver
With the fire you got, this thing we started
I don't want it to stop
You know you make me shiver
Yeah, you got me singin' like

[Chorus]
Ooh, I love it when you do it like that
And when you're close up, give me the shivers
Oh, baby, you wanna dance 'til the sunlight cracks
And when they say the party's over, then we'll bring it right back (Oh, no)
And we'll say, ""Ooh, I love it when you do it like that""
And when you're close up, give me the shivers
Oh, baby, you wanna dance 'til the sunlight cracks
And when they say the party's over, then we'll bring it right back, hey24Embed"
Enemy,Imagine Dragons,"87 ContributorsTranslationsEspañolPortuguêsDeutschTagalog / ᜆᜄᜎᜓᜄ᜔Enemy Lyrics[Intro: Dan Reynolds]
Look out for yourself

[Verse 1: Dan Reynolds]
I wake up to the sounds of the silence that allows
For my mind to run around, with my ear up to the ground
I'm searchin' to behold the stories that are told
When my back is to the world that was smilin' when I turned

[Pre-Chorus: Dan Reynolds]
Tell you you're the greatest
But once you turn, they hate us

[Chorus: Dan Reynolds]
Oh, the misery
Everybody wants to be my enemy
Spare the sympathy
Everybody wants to be my enemy-y-y-y-y
(Look out for yourself)
My enemy-y-y-y-y (Look, look, look, look)
(Look out for yourself)
But I'm ready

[Verse 2: Dan Reynolds]
Your words up on thе wall as you're prayin' for my fall
And the laughter in thе halls and the names that I've been called
I stack it in my mind, and I'm waitin' for the time
When I show you what it's like to be words spit in a mic
You might also like[Pre-Chorus: Dan Reynolds]
Tell you you're the greatest
But once you turn, they hate us (Ha)

[Chorus: Dan Reynolds & JID]
Oh, the misery
Everybody wants to be my enemy
Spare the sympathy
Everybody wants to be my enemy-y-y-y-y (Look, look, look, look)
(Look out for yourself)
My enemy-y-y-y-y (Look, look, look, look; yeah)
(Look out for yourself)

[Bridge: JID]
Uh, look, okay
I'm hopin' that somebody pray for me
I'm prayin' that somebody hope for me
I'm stayin' where nobody 'posed to be p-p-posted
Being a wreck of emotions
Ready to go whenever, just let me know
The road is long, so put the pedal into the floor
The enemy on my trail, my energy unavailable
I'ma tell 'em, ""Hasta luego""
They wanna plot on my trot to the top
I been outta shape, thinkin' out the box, I'm an astronaut
I blasted off the planet rock to cause catastrophe
And it matters more because I had it not
Had I thought about wreaking havoc
On an opposition, kinda shockin' they wanted static
With precision, I'm automatic quarterback
I ain't talkin' sackin', pack it
Pack it up, I don't panic, batter-batter up
Who the baddest? It don't matter 'cause we at your throat
[Chorus: Dan Reynolds]
Everybody wants to be my enemy
Spare the sympathy (Ah)
Everybody wants to be my enemy
Oh, the misery (Ah)
Everybody wants to be my enemy
Spare the sympathy (Ah)
Everybody wants to be my enemy

[Outro: Dan Reynolds]
Pray it away, I swear I'll never be a saint, no way
My enemy
Pray it away, I swear I'll never be a saint
(Look out for yourself)74Embed"
Pepas,Farruko,"17 ContributorsTranslationsDeutschEnglishPepas Lyrics[Letra de ""Pepas""]

[Refrán]
No me importa lo que de mí se diga
Viva usted su vida, que yo vivo la mía
Que solo e' una, disfruta el momento
Que el tiempo se acaba y pa'trás no vira

[Pre-Coro]
Bebiendo, fumando y jodiendo
Sigo vacilando de party to' los día'
Y síguelo, oh-oh-oh, oh-oh-oh, oh-oh (¡Farru!)
Síguelo, oh-oh-oh, oh-oh-oh, oh-oh (La rola y pepa)

[Coro]
Pepa' y agua pa' la seca
To' el mundo en pastilla' en la discoteca
Pepa' y agua pa' la seca
To' el mundo en pastilla' en la discoteca

[Post-Coro]
Desacata'o
Empastilla'o
(Qué maldita nota)
(Arcoíris)
¡Fa-Farru!
You might also like[Verso]
Sube las mano' y las botella' pa' arriba (¡Blep!)
Siempre la movie la tenemo' prendía'
Hoy vamo' a darle hasta que se haga de día
Sigo rulin, 'toy en la mía

[Puente]
Salió el sol, wol (Sol)
Tráeme la hookah y el alcohol (Y el alcohol)
Y préndelo, oh-oh, woh-oh-oh (Woh-oh)
Esto se salió de control (De control)
Y síguelo, oh-oh-oh, oh-oh-oh, oh-oh (La rola y pepa)

[Coro]
Pepa' y agua pa' la seca
To' el mundo en pastilla' en la discoteca (Desacata'o)
Pepa' y agua pa' la seca
To' el mundo en pastilla' en la discoteca (Empastilla'o)

[Post-Coro]
¡Blep!
¡Fa-Farru!
(Qué maldita nota)
(Arcoíris)

[Refrán]
No me importa lo que de mí se diga
Viva usted su vida, que yo vivo la mía
Que solo e' una, disfruta el momento
Que el tiempo se acaba y pa'trás no vira
[Pre-Coro]
Bebiendo, fumando y jodiendo
Sigo vacilando de party to' los día'
Y síguelo, oh-oh-oh, oh-oh-oh, oh-oh (¡Farru!)
Síguelo, oh-oh-oh, oh-oh-oh, oh-oh (La rola y pepa)

[Coro]
Pepa' y agua pa' la seca
To' el mundo en pastilla' en la discoteca
Pepa' y agua pa' la seca
To' el mundo en pastilla' en la discoteca

[Post-Coro]
Desacata'o
Empastilla'o
(Qué maldita nota)
(Arcoíris)
¡Fa-Farru!

[Outro]
Dímelo, Chino
The Most Winning
Victor Cárdenas
White Star
Sharo Towers
La 167
La 1674Embed"
Yonaguni,Bad Bunny,"53 ContributorsTranslationsDeutschEnglishYonaguni Lyrics[Letra de ""Yonaguni""]

[Intro]
Yeah-yeah-yeah-yeah
Yeah-yeah-yeah-yeah-yeah-yeah
Yeah-yeah-yeah-eh, yeah

[Pre-Coro]
Una noche más y copas de más
Tú no me dejas en paz, de mi mente no te vas

[Coro]
Aunque sé que no debo, ey
Pensar en ti, bebé, pero cuando bebo
Me viene tu nombre, tu cara, tu risa y tu pelo, ey
Dime dónde tú está', que yo por ti cojo un vuelo
Y a Yonaguni le llego, oh
Aunque sé que no debo, ey
Pensar en ti, bebé, pero cuando bebo
Me viene tu nombre, tu cara, tu risa y tu pelo, ey
Dime dónde tú está', que yo por ti cojo un vuelo
Y a Yonaguni le llego, ey

[Verso 1]
No me busque' en Instagram, mami, búscame en casa
Pa' que vea' lo que pasa, ey
Si tú me prueba', te casa', ey
Ese cabrón ni te abraza
Y yo loco por tocarte
Pero ni me atrevo a textearte
Tú con cualquier outfit la parte'
Mami, tú ere' aparte
Shorty, tiene' un culo bien grande, eh
De-Demasia'o grande
Y yo lo tengo estudia'o, ya mismo me gradúo
Y en la cara me lo tatúo
Vi que viste mi story y subiste una pa' mí
Yo que me iba a dormir, ey
En la disco habían mil
Y yo bailando contigo en mi mente
You might also like[Coro]
Aunque sé que no debo
Pensar en ti, bebé, pero cuando bebo
Me viene tu nombre, tu cara, tu risa y tu pelo, ey
Dime dónde tú está', que yo por ti cojo un vuelo
Y a Yonaguni le llego

[Verso 2]
Si me da' tu dirección, yo te mando mil carta'
Si me da' tu cuenta de banco, un millón de peso'
To'a la noche arrodillado a Dio' le rezo
Pa' que ante' que se acabe el año tú me de' un beso
Y empezar el 2023 bien cabrón
Contigo y un blunt
Tú te ve' asesina con ese mahón (¡Wuh!)
Me matas sin un pistolón
Y yo te compro un Banshee
Gucci, Givenchy
Un poodle, un frenchie
El pasto, lo' munchie'
Te canto un mariachi
Me convierto en Itachi, eh

[Puente]
Yeah-yeah-yeah-yeah
Bad Bunny, baby, bebé
Bad Bunny, baby, bebé
[Outro]
今日はセックスしたい
でもあなたとだけ
どこにいますか？
どこにいますか？
今日はセックスしたい
でもあなたとだけ
どこにいますか？
どこにいますか？Eh52Embed"
Todo De Ti,Rauw Alejandro,"22 ContributorsTranslationsDeutschEnglishTodo De Ti Lyrics[Letra de ""Todo De Ti""]

[Intro]
One, two
One, two, three, four
Dice, Ra-Rauw

[Verso 1]
El viento soba tu cabello
Uh-uh-uh-uh-uh
Me matan esos ojos bellos
Uh-uh-uh-uh-uh
Me gusta tu olor, de tu piel el color
Y cómo me haces sentir
Me gusta tu boquita, ese labial rosita
Y cómo me besas a mí (Yeh)

[Pre-Estribillo]
Contigo quiero despertar
Hacerlo después de fumar (Ey)
Ya no tengo na' que buscar
Algo fuera de aquí
Tú combinas con el mar
Ese bikini se ve fenomenal
No hay gravedad que me pueda elevar
Me pones mal a mí (¡Yah!)
See Rauw Alejandro LiveGet tickets as low as $37You might also like[Estribillo]
Aceleras to’ mis latidos
Y e' que me gusta todo de ti
De toa' tus parte’, ¿cuál decido?
Y e' que me gusta todo de ti

[Post-Estribillo]
Ah, ah-ah, ah-ah, ah-ah
Y e' que me gusta todo de ti
Ah, ah-ah, ah-ah, ah-ah
Y e' que me gusta todo de ti

[Verso 2]
Quinta Avenida, no va pa'l mall
Ella sabe que le llego a solo un call
En la Raptor me gusta ponerla en four
El jogger large, la camisa small
Como la dieta keto
Por ti, me controlo y me quedo quieto
Aunque quiero comerte to' eso completo
De ese culo me volví un teco, eh
Mi-Mi-Micro dosi', rola, oxi
Besando eso' labio’ glossy
Ya yo le di en to’a la' posi
Champú de coco, Chanel su wallet
Me vuelve loco desde el casco hasta lo’ pedale'
[Pre-Estribillo]
Contigo quiero despertar (Oh-oh)
Hacerlo después de fumar
Ya no tengo na' que buscar
Algo fuera de aquí
Tú combinas con el mar (Eh)
Ese bikini se ve fenomenal (Eh-eh)
No hay gravedad que me pueda elevar
Me pones mal a mí (¡Yah!)

[Estribillo]
Aceleras to' mis latidos
Y e’ que me gusta todo de ti
De toa' tus parte', ¿cuál decido?
Y e' que me gusta todo de ti

[Post-Estribillo]
Ah, ah-ah (Todo de ti), ah-ah (Todo de ti), ah-ah
Y e' que me gusta todo de ti
Ah, ah-ah (Todo de ti), ah-ah (Todo de ti), ah-ah
Y e' que me gusta todo de ti

[Outro]
(Contigo quiero despertar
Hacerlo después de fumar
Ya no tengo na' que buscar
Algo fuera de aquí)
Ra-Rauw
(Tú combinas con el mar)
Ey
(Ese bikini se ve fenomenal)
Naisgai, Colla
(No hay gravedad que me pueda elevar
Me pones mal a mí)
Dice
Rauw Alejandro
(Algo fuera de aquí)
Uh-uh, uh-uh
(Me pones mal a mí)15Embed"
Happier Than Ever,Billie Eilish,"301 ContributorsTranslationsРусскийTürkçeEspañolРусскийPortuguêsNorsk (bokmål / riksmål)日本語ItalianoDeutschFrançaisفارسیУкраїнськаDanskSvenskaMagyar한국어العربيةHappier Than Ever Lyrics[Chorus]
When I'm away from you
I'm happier than ever
Wish I could explain it better
I wish it wasn't true

[Verse 1]
Give me a day or two to think of something clever
To write myself a letter
To tell me what to do, mm-mm
Do you read my interviews?
Or do you skip my avenue?
When you said you were passin' through
Was I even on your way?
I knew when I asked you to (When I asked you to)
Be cool about what I was tellin' you
You'd do the opposite of what you said you'd do (What you said you'd do)
And I'd end up more afraid
Don't say it isn't fair
You clearly werеn't aware that you made me misеrable
So if you really wanna know

[Chorus]
When I'm away from you (When I'm away from you)
I'm happier than ever (Happier than ever)
Wish I could explain it better (Wish I could explain it better)
I wish it wasn't true, mm-mm
See Billie Eilish LiveGet tickets as low as $130You might also like[Verse 2]
You call me again, drunk in your Benz
Drivin' home under the influence
You scared me to death, but I'm wastin' my breath
'Cause you only listen to your fuckin' friends
I don't relate to you
I don't relate to you, no
'Cause I'd never treat me this shitty
You made me hate this city

[Verse 3]
And I don't talk shit about you on the internet
Never told anyone anything bad
'Cause that shit's embarrassing, you were my everything
And all that you did was make me fuckin' sad
So don't waste the time I don't have
And don't try to make me feel bad
I could talk about every time that you showed up on time
But I'd have an empty line 'cause you never did
Never paid any mind to my mother or friends, so I
Shut 'em all out for you 'cause I was a kid

[Outro]
You ruined everything good
Always said you were misunderstood
Made all my moments your own
Just fuckin' leave me alone, yeah (Fuck you)
(Ah)
(Goddamn)
(Ah)
(Fuck you)
(Fuck you)317Embed"
Leave The Door Open,Bruno Mars,"193 ContributorsTranslationsTürkçeEnglishРусскийPortuguês日本語ItalianoDeutschNederlandsहिन्दीLeave The Door Open Lyrics[Intro: Bruno Mars]
Say baby, say baby, say baby

[Verse 1: Anderson .Paak & Bruno Mars]
What you doin'? (What you doin'?)
Where you at? (Where you at?)
Oh, you got plans? (You got plans)
Don't say that (Shut your trap)
I'm sippin' wine (Sip, sip) in a robe (Drip, drip)
I look too good (Look too good)
To be alone (Woo, woo)
My house clean (House clean), my pool warm (Pool warm)
Just shaved, smooth like a newborn
We should be dancin', romancin'
In the east wing and the west wing
Of this mansion, what's happenin'?

[Pre-Chorus: Bruno Mars]
I ain't playin' no games
Every word that I say is coming straight from the heart
So if you tryna lay in these arms

[Chorus: Bruno Mars]
I'ma leave the door open
(I'ma leave the door open)
I'ma leave the door open, girl
(I'ma leave the door open, hopin')
That you feel the way I feel
And you want me like I want you tonight, baby
(Tell me that you're comin' through)
You might also like[Verse 2: Anderson .Paak & Bruno Mars]
Ooh, you're so sweet (So sweet), so tight (So tight)
I won't bite (Uh-uh), unless you like (Unless you like)
If you smoke (What you smoke?), I got the haze (Purple haze)
And if you're hungry, girl, I got filets (Woo)
Ooh, baby, don't keep me waitin'
There's so much love we could be makin' (Shamone!)
I'm talkin' kissin', cuddlin'
Rose petals in the bathtub
Girl, let's jump in, it's bubblin'

[Pre-Chorus: Bruno Mars]
I ain't playin' no games
Every word that I say is coming straight from the heart
So if you tryna lay in these arms (If you tryna lay in these arms)

[Chorus: Bruno Mars]
I'ma leave the door open
(I'ma leave the door open)
I'ma leave the door open, girl
(I'ma leave the door open, hopin')
That you feel the way I feel
And you want me like I want you tonight, baby
Tell me that you're comin' through (Come on, girl)

[Bridge: Bruno Mars & Anderson .Paak]
La-la-la-la-la-la-la (I need you, baby)
La-la-la-la-la-la-la (I got to see you, baby)
La-la-la-la-la-la-la (Girl, I'm tryna give you this, ah)
[Chorus: Bruno Mars]
Hey, hey, I'ma leave my door open, baby
(I'ma leave the door open)
I'ma leave, I'ma leave my door open, girl
(I'ma leave the door open, hopin')
And I'm hopin', hopin'
That you feel the way I feel
And you want me like I want you tonight, baby
Tell me that you're comin' through (Woo!)

[Outro: Bruno Mars & Anderson .Paak]
La-la-la-la-la-la-la (Tell me)
Tell me that you're comin' through
(Woo-woo-woo-woo, woo-woo-woo, woo-woo-woo)
(Woo-woo-woo-woo, woo-woo-woo, woo-woo)
La-la-la-la-la-la-la (La-la-la-la-la)
Tell me that you're comin' through
Girl, I'm here just waitin' for you (Oh!)
Come on over, I'll adore you (I gotta know!)
La-la-la-la-la-la-la (I'm waitin', waitin', waitin')
Tell me that you're comin' through (For you)
Girl, I'm here just waitin' for you
Come on over, I'll adore you
La-la-la-la-la-la-la (La-la-la-la)136Embed"
My Universe,Coldplay,"53 ContributorsTranslationsItalianoEspañolРусскийPortuguêsDeutschFrançaisفارسیEnglishRomanizationMy Universe Lyrics[콜드플레이, 방탄소년단 ""My Universe"" 가사]

[Intro: Chris Martin, All]
You (You), you are (You are) my universe
And I (I) just want (Just want) to put you first
And you (You), you are (You are) my universe, and I

[Verse 1: Chris Martin]
In the night, I lie and look up at you
When the morning comes, I watch you rise
There's a paradise they couldn't capture
That bright infinity inside your eyes

[Pre-Chorus: Jung Kook, All, Jung Kook & Chris Martin]
매일 밤 네게 날아가 (가)
꿈이란 것도 잊은 채
나 웃으며 너를 만나 (나)
Never-ending forever, baby

[Chorus: Chris Martin, All]
You (You), you are (You are) my universe
And I (I) just want (Just want) to put you first
And you (You), you are (You are) my universe
And you make my world light up inside

[Verse 2: V, RM, RM & Chris Martin, RM & Jimin]
어둠이 내겐 더 편했었지
길어진 그림자 속에서 (Eyes)
And they said that we can't be togethеr
Because, becausе we come from different sides
You might also like[Chorus: Chris Martin, All]
You (You), you are (You are) my universe
And I (I) just want (Just want) to put you first
And you (You), you are (You are) my universe
And you make my world light up inside

[Post-Chorus: All, Jin]
My universe (Do-do, do-do)
My universe (Do-do, do-do)
My universe (Do-do, do-do)
(You make my world)
You make my world light up inside
Make my world light up inside

[Bridge: j-hope, SUGA]
나를 밝혀주는 건
너란 사랑으로 수 놓아진 별
내 우주의 넌
또 다른 세상을 만들어 주는 걸
너는 내 별이자 나의 우주니까
지금 이 시련도 결국엔 잠시니까
너는 언제까지나 지금처럼 밝게만 빛나줘
우리는 너를 따라 이 긴 밤을 수놓을 거야

[Pre-Chorus: Jung Kook, Jung Kook & Jimin, Chris Martin & Jung Kook]
너와 함께 날아가
When I'm without you, I'm crazy
자 어서 내 손을 잡아
We are made of each other, baby
[Chorus: Chris Martin, All]
You (You), you are (You are) my universe
And I (I) just want (Just want) to put you first (To put you first)
And you (You), you are (You are) my universe
And you make my world light up inside

[Post-Chorus: All]
My universe (Do-do, do-do)
You, you are (You are)
My universe (Do-do, do-do)
I just want (Just want)
My universe
You, you are (You are) my universe, and I
My universe

[Outro: All]
(Ayy, ayy, ayy, ayy, ayy)25Embed"
Where Are You Now,Lost Frequencies,"22 ContributorsWhere Are You Now Lyrics[Intro: Calum Scott]
You're just like my favorite song going 'round and 'round my head
Like my favorite song going 'round and 'round my head

[Verse 1: Calum Scott]
Five days on the freeway, ridin' shotgun with you (Yeah, yeah)
Two hearts in the fastlane, we had big dreams in blue (Yeah, yeah)
Playin' ""Sweet Child of Mine"" and I still feel that line
Where are you now? Where are you now?

[Chorus: Calum Scott]
Hey, it's been too long, too long ago, my love
Where did we go wrong? Too late to turn around
Where are you now? Where are you now?
Hey, it's been too long

[Post-Chorus: Calum Scott]
You're just like my favoritе song going 'round and 'round my head
Like my favorite song going 'round and 'round my hеad
You're just like my favorite song going 'round and 'round my head
Like my favorite song going 'round and 'round my head

[Refrain: Calum Scott]
Hey, hey, hey, hey
Hey, hey, hey, hey
(Where are you now?)
Hey, hey, hey, hey
Hey, it's been too long
You might also like[Verse 2: Calum Scott]
Some days I can feel it, but the feelin' ain't all blue (Yeah, yeah)
You got me believin', one day you gotta come through (Yeah, yeah)
Lost in these city lights 'cause I can't sleep tonight
Where are you now? Where are you now?

[Chorus: Calum Scott]
Hey, it's been too long, too long ago, my love
Where did we go wrong? Too late to turn around
Where are you now? Where are you now?
Hey, it's been too long

[Post-Chorus: Calum Scott]
You're just like my favorite song going 'round and 'round my head
Like my favorite song going 'round and 'round my head
You're just like my favorite song going 'round and 'round my head
Like my favorite song going 'round and 'round my head

[Refrain: Calum Scott]
Hey, hey, hey, hey
Hey, hey, hey, hey
Where are you now? Where are you now?
Where are you now? Where are you now?
Where are you now?7Embed"
